date,title,content,sentiment,label
2023-09-01 14:40:03,"[""'"", '이차전지', '대장주', ""'"", '포스코홀딩스·에코프', '로', '전망', '엇갈리', '는', '이유', '[넘버스', ']']",[],0.55,1
2023-09-01 16:03:36,"['코스피', ',', '삼성전자', ""'"", '원맨쇼', ""'"", '에', '소폭', '상승…2563선', '마감', '[', '시황종합', ']']",[],0.7,1
2023-09-01 09:52:03,"['[', '오전', '시황', ']', '코스피', ',', '2550대', '후반', '서', '혼조세…美고용지표', '주목']",[],0.42,0
2023-09-01 15:48:07,"['6거래', '이', 'ㄹ', '만', '에', '외국', '이', 'ㄴ', '순매수…삼전', '6%대↑[코스피', '마감', ']']",[],0.61,1
2023-09-01 11:33:01,"['코스피', ',', '2550대', '에서', '등락…', '삼성전자', '3', '%', '강세']",[],0.36,0
2023-09-01 15:06:10,"['이차전지주', '주', 'ㄹ', '줄', '이', ""'하락'…에코프"", '로', '120만원', '밑', '으로']",[],0.6,1
2023-08-31 17:30:01,"['[', '마감', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', '매도', '에', '4거래일만', '하락', '전환…""경계심리', '유입', '""']",[],0.76,1
2023-09-01 15:45:37,"['코스피', '강보합', '마감…삼성전자,', 'HBM3', '공급소식', '에', ""'7만전자'"", '탈환']",[],0.39,0
2023-09-01 11:33:01,"['코스피', ',', '2550대', '에서', '등락…', '삼성전자', '3', '%', '강세']",[],0.36,0
2023-08-31 17:14:01,"['[', 'MK', '시그널', ']', ""'"", '코스피', '이전', '상장', ""'"", '포스코DX', '강세']",[],0.56,1
2023-09-01 15:06:10,"['이차전지주', '주', 'ㄹ', '줄', '이', ""'하락'…에코프"", '로', '120만원', '밑', '으로']",[],0.6,1
2023-09-01 16:01:09,"['코스피', ',', '7만전자', '업', '고', '소폭', '상승…하이닉스', '는', '하락']",[],0.5,1
2023-08-31 16:50:04,"['육만전자', '도', '던졌다…외국', '이', 'ㄴ', '석달째', '“Bye', '코리아”']",[],0.74,1
2023-08-31 17:48:02,"['한달', '사이', '에만', '공매', '도', '1.2조', '폭탄…에코프로비엠,', '투자의견', '도', '‘뚝’']",[],0.6,1
2023-08-31 16:23:10,"['[', '시황', ']', '외국', '이', 'ㄴ', ""'팔자'에…코스피,"", '0.19', '%', '내리', 'ㄴ', '2556.', '27', '마감']",[],0.77,1
2023-09-01 16:15:02,"['[', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '상승', '전환…삼성전자', '6.', '13%↑']",[],0.68,1
2023-08-31 17:16:24,"['외국', '이', 'ㄴ', ""'"", '팔', '자', ""'"", '에', '코스피', '하락…""美', '물가지표', '주시', '""']",[],0.77,1
2023-08-31 18:30:11,"['3분기만', '버텨라…', '삼성·SK', '에', '쏠리', 'ㄴ', '눈']",[],0.4,0
2023-08-31 17:36:08,"['테마주', '장세', '에', '8월', '코스닥', '회전율', '9', '%', 'p', '상승…덕성', '회전율', '은', '2030', '%', '달하', '어']",[],0.36,0
