date,title,content,sentiment,label
2023-08-14 17:32:01,"['최태원,', '상반기', 'SK·SK하이닉스', '에서', '보수', '30억원', '수령']",[],0.47,0
2023-08-14 16:54:01,"['SK', '스퀘어', ',', '2분기', '연결손실', '7345억원…하이닉스', '실적', '영향']",[],0.45,0
2023-08-14 17:03:01,"['키옥시아·WD', '합병설…느긋한', 'SK하이닉스', '[디깅노트', ']']",[],0.5,0
2023-08-14 17:12:06,"['SK하이닉스', '상반기', '재고', '16조원…R&amp;D비용', '비중', '2배', '증가']",[],0.45,0
2023-08-14 20:00:12,"['재고', '피크', '찍', '었나', '...', '삼성전자', '반도체', '재고', '33.', '7조', ',', '하이닉스', '16.4조']",[],0.46,0
2023-08-14 16:41:01,"['박정호', 'SK하이닉스', '부회장', ',', '상반기', '보수총액', '26억8800만원']",[],0.53,1
2023-08-14 15:10:03,"['""', '세계', '1위', '는', '바로', '나""…삼성전자·SK하이닉스,', '하반기', 'HBM', '시장', '대격돌']",[],0.6,1
2023-08-14 18:53:47,"['상반기', '주요그룹', '총수', '보수', '1위', '신동빈…112억5천만원', '수령']",[],0.48,0
2023-08-14 17:51:04,"['[', '단독', ']', '삼성', ""'낸드"", ""초격차'"", '고삐…300단,', '두번', '쌓', '아', '만들', 'ㄴ다']",[],0.3,0
2023-08-14 09:10:01,"['낸드플래시,', '앞', '이', '캄캄하다', '[', 'ICT', ']']",[],0.35,0
2023-08-14 06:51:01,"['큰손', ""'"", '연기금', ""'"", '삼전·포스코', '팔', '고', '달', 'ㅁ', '은', '종목', '은']",[],0.44,0
2023-08-14 18:39:01,"['두산', '박정원', '68억·LG', '구광모', '60억', '수령…삼성', '이재용', '은', '?']",[],0.36,0
2023-08-14 16:42:01,"['연', '이', 'ㄴ', '미국발', '악재', '에', '힘', '못쓰', '는', '반도체주…하반기', '괜찮', '을까']",[],0.48,0
2023-08-14 07:16:01,"['“한국기업', '오', '면', '인센티브”…인구', '대국', '이', '러브콜', '하', 'ㄴ', '회사', '는', '어디']",[],0.35,0
2023-08-14 17:14:30,"['감산', '효과', '아직…삼성전자', '반도체', '재고', '33.6조']",[],0.56,1
2023-08-14 16:52:01,"['박정호', 'SK', '스퀘어', '부회장', ',', '상반기', '보수', '23억1700만원']",[],0.32,0
2023-08-14 16:13:29,"['코스피', ',', '사흘째', '하락…인플레이션·中', '부동산', '디폴트', '우려', '부각', '[', '시황종합', ']']",[],0.49,0
2023-08-14 11:16:12,"['韓주식', '투', '이', '자', '매력', '도', '7개월래', '최저']",[],0.49,0
2023-08-14 20:01:01,"['좋', '은', '실적', '거두', 'ㄴ', 'LG', '전자', '조주완', '사장', '보수', '50', '%', '오르', '아다']",[],0.35,0
