date,title,content,sentiment,label
2023-09-01 05:10:00,"['걸핏하면', '특허소송', ',', ""'"", 'K', '-', '바', '이', '오', ""'"", '가로막', '는', '글로벌', '빅파', '이', '마']",[],0.63,1
2023-09-01 16:03:36,"['코스피', ',', '삼성전자', ""'"", '원맨쇼', ""'"", '에', '소폭', '상승…2563선', '마감', '[', '시황종합', ']']",[],0.67,1
2023-09-01 16:15:02,"['[', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '상승', '전환…삼성전자', '6.', '13%↑']",[],0.59,1
2023-09-01 16:00:01,"['[', '데이터', '로', '보', '는', '증시', ']', '삼성전자', ',', '기관·외국', '이', 'ㄴ', '코스피', '순매수', '1', '위', '(', '9월', '1일', ')']",[],0.48,0
2023-08-31 18:37:01,"['삼바', ',', '공정효율', '강화…CDMO', ""'초격차'"", '굳히기']",[],0.48,0
2023-09-01 09:30:42,"['코스피', ',', '美', '고용보고', '서', '앞두', '고', '혼조세…2,550대', '후반', '등락', '(', '종합', ')']",[],0.65,1
2023-09-01 08:29:01,"['[', '어제장', '오늘장', ']', '방향', '없', '는', '시장', ',', '빠르', 'ㄴ', '테마', '주기…""방망', '이', '짧', '게', '잡', '아라', '""']",[],0.7,1
2023-08-31 16:32:50,"['中', '경제', '지표', '부진', '에', '코스피', '소폭', '하락…2556선', '마감', '[', '시황종합', ']']",[],0.7,1
2023-09-01 09:21:46,"['하락', '출발', '하', 'ㄴ', '코스피…개', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '상승', '전환']",[],0.63,1
2023-08-31 16:23:10,"['[', '시황', ']', '외국', '이', 'ㄴ', ""'팔자'에…코스피,"", '0.19', '%', '내리', 'ㄴ', '2556.', '27', '마감']",[],0.55,1
2023-08-31 16:37:20,"['코스피', ',', '외', '이', 'ㄴ', '매도', '에', '2550', '선', '하락', '마감', '[', '마감시황', ']']",[],0.61,1
2023-09-01 09:19:01,"['코스피', '장', '초반', '보합권…""美고용보고', '서', '앞두', '고', '혼재', '양상', '""']",[],0.71,1
2023-09-01 16:04:02,"['[', '시황', ']', '코스피', ',', '7만전자', '복귀', '에', '동반', '상승…2563.', '71', '마감']",[],0.4,0
2023-08-31 17:16:24,"['외국', '이', 'ㄴ', ""'"", '팔', '자', ""'"", '에', '코스피', '하락…""美', '물가지표', '주시', '""']",[],0.67,1
2023-08-31 16:56:20,"['부진', '하', 'ㄴ', '경제지표', '에', '흔들리', 'ㄴ', '코스피', ',', '2550선', '으로', '후퇴']",[],0.53,1
2023-08-31 17:04:23,"['Fed', '길', 'ㄴ', '축', '우려', '완화', '에도', '코스피', '하락', '마감‥코스닥', ""'6거래일'"", '연속', '상승세']",[],0.43,0
2023-09-01 09:21:13,"['코스피', '보합세', '출발…""당분간', '개별종목', '장세', '""']",[],0.76,1
