date,title,content,sentiment,label
2023-09-01 08:11:09,"['“누', '가', '만들', 'ㄴ', '곳', '에서', '살', '고', '싶', '나', '요', '?', '”', '삼성', 'vs', '.', 'LG', '이젠', '‘집’', '전쟁', '[비즈360', ']']",[],0.59,1
2023-09-01 07:31:56,"['""현대차·LG엔솔,', '美', '배터리공장', '에', '2.6조원', '추', '가', '투자', '""']",[],0.52,1
2023-09-01 06:59:11,"['현대차·LG엔솔,', '조지아주', '배터리', '공장', '에', '2.6조원', '추', '가', '투자', '(', '종합', ')']",[],0.61,1
2023-09-01 10:55:01,"['‘ESG', '를', '재무처럼’…LG,', 'ESG', '보', '고서', '발간']",[],0.7,1
2023-09-01 09:13:09,"['대신증권', '""', 'LG', ',', 'LG', 'CNS', '와', 'AI', '연구원', '관심', '증대…목표가↑', '""']",[],0.57,1
2023-09-01 10:01:15,"['LG', ',', 'ESG', '도', '재무', '데이터', '처럼', '관리…""공시', '의무화', '선제대응', '""']",[],0.53,1
2023-09-01 11:11:01,"['중국', '이', '장악', '하', 'ㄴ', '유럽', '전시회…삼성·LG,', '비장', '의', '무기', '는', '‘이것’']",[],0.76,1
2023-09-01 15:31:01,"['""유럽', '고객들', '에게', ""'"", '스마트홈', '플랫폼', ""'"", 'LG싱큐', '를', '알', '리어라', '""']",[],0.61,1
2023-08-31 18:32:03,"['삼성', '도', 'LG', '도', '""지속가능성""…', 'IFA', '화두', '로']",[],0.51,1
2023-09-01 10:01:18,"['“지속가능성', '위해”', '삼성·LG,', '‘IFA’서', '친환경', '기술·가전', '선보이', '어']",[],0.69,1
2023-09-01 09:20:09,"['LG엔솔', '등', '배터리', '대기업', '이', '점찍', '은', '민테크,', '코스닥', 'IPO', '본격화']",[],0.7,1
2023-09-01 13:34:21,"['[', 'IFA', '2023', ""]'"", '의미', '있', '는', '연결', ""'"", '선사', ""삼성…'초고효율'"", '세상', '열', '는', 'LG']",[],0.64,1
2023-08-31 17:01:03,"['[', 'IFA', '2023]고효율', 'AI', '가전', '에', '에너지자립', '주거', '까지', '나오', '아다', '.']",[],0.65,1
2023-08-31 17:32:07,"['LG엔솔', '이', '찜한', '민테크', '상장', '시동']",[],0.69,1
2023-09-01 11:52:06,"['LG', ',', '재무', '데이터', '처럼', 'ESG', '관리…그룹', '차원', '보', '고서', '발간']",[],0.55,1
2023-09-01 15:57:08,"[""'"", '대장주의', '귀환', ""'"", '코스피', '상승', '마감…삼성전자,', '6', '%', '↑']",[],0.75,1
2023-09-01 09:56:14,"['에코프', '로', '4', '%', '하락…2차전지', '주', 'ㄹ', '줄', '이', '약세[핫종목', ']']",[],0.69,1
2023-09-01 09:17:58,"['코스피', ',', '개인·외국', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '소폭', '상승…2559선', '출발', '[', '개장시황', ']']",[],0.57,1
2023-09-01 09:52:03,"['[', '오전', '시황', ']', '코스피', ',', '2550대', '후반', '서', '혼조세…美고용지표', '주목']",[],0.66,1
2023-09-01 15:48:07,"['6거래', '이', 'ㄹ', '만', '에', '외국', '이', 'ㄴ', '순매수…삼전', '6%대↑[코스피', '마감', ']']",[],0.56,1
2023-08-31 16:32:50,"['中', '경제', '지표', '부진', '에', '코스피', '소폭', '하락…2556선', '마감', '[', '시황종합', ']']",[],0.61,1
2023-08-31 17:18:13,"['중앙디앤엠,', '중앙첨단소재', '로', '사명', '변경…“2차전지', '사업', '강화”']",[],0.62,1
2023-08-31 17:14:02,"['코스피', '떠나', '는', '외국인…실적', '기대주', '는', '담', '아다']",[],0.59,1
2023-09-01 13:54:01,"['[', '오후', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', ""'"", '사', '이', '자', ""'"", '행렬', '에', '2560', '선', '올', '라서']",[],0.67,1
2023-09-01 09:04:01,"['나인테크,\xa0배터리', '장비', '호황', '에', '이익률', '0.9', '%', '괴리', '...', '내년', '반전', '기회', '[소부장박대리', ']']",[],0.51,1
2023-08-31 18:01:01,"['르노', ',', '차값', ""낮춘다…'QM6"", '최대', '195만원', '인하', ""'""]",[],0.55,1
2023-08-31 18:08:39,"['[생생경제]', '요즘', '경제', '나쁘', 'ㄴ', '뉴스', '가', '좋', '은', '뉴스', '!', '일자리', '감소', '가', '좋', '아', '?']",[],0.43,0
2023-09-01 09:21:46,"['하락', '출발', '하', 'ㄴ', '코스피…개', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '상승', '전환']",[],0.63,1
2023-08-31 16:23:10,"['[', '시황', ']', '외국', '이', 'ㄴ', ""'팔자'에…코스피,"", '0.19', '%', '내리', 'ㄴ', '2556.', '27', '마감']",[],0.51,1
2023-08-31 16:45:00,"['쓰', '고', '나', '면', '폐기물', '...', '한국시장', '에', '밀려들', '는', ""'"", '中', 'LFP', '배터리', ""'""]",[],0.64,1
2023-09-01 09:19:01,"['코스피', '장', '초반', '보합권…""美고용보고', '서', '앞두', '고', '혼재', '양상', '""']",[],0.51,1
2023-09-01 16:15:02,"['[', '시황', ']', '코스피', ',', '외', '이', 'ㄴ', ""'"", '사', '자', ""'"", '에', '상승', '전환…삼성전자', '6.', '13%↑']",[],0.5,0
2023-09-01 09:38:20,"['[', 'IFA', '2023', ']', '역대', '최대', '규모…中', '최다', '참가속', '한국', '은', '174개사', '출격']",[],0.78,1
2023-09-01 16:04:02,"['[', '시황', ']', '코스피', ',', '7만전자', '복귀', '에', '동반', '상승…2563.', '71', '마감']",[],0.57,1
2023-09-01 14:08:02,"['[', 'IFA', '2023', '현장+]', ""'"", '관심', '폭발', ""'"", '삼성전자', '전시관…AI', '무장한', '가전·품질', '내세우', 'ㄴ', 'TV']",[],0.38,0
2023-08-31 17:16:24,"['외국', '이', 'ㄴ', ""'"", '팔', '자', ""'"", '에', '코스피', '하락…""美', '물가지표', '주시', '""']",[],0.49,0
2023-08-31 18:29:02,"['향토기업', ""'금양'"", '6100억', '투입…', '동부산', '에', '2차전지', '공장', '조성']",[],0.5,0
2023-08-31 16:56:20,"['부진', '하', 'ㄴ', '경제지표', '에', '흔들리', 'ㄴ', '코스피', ',', '2550선', '으로', '후퇴']",[],0.52,1
2023-09-01 05:33:00,"['[', '이기자', '의', '친절', '하', 'ㄴ', '금융', ']', '테마주', '뛰어들', 'ㄴ', '불개미', ',', '외국인', '은', '기대주', '쇼핑']",[],0.62,1
2023-08-31 20:21:01,"['SK', ',', '1조', '원', '대', '中', '왓슨', '지분', '매각', '나서', 'ㄴ다', '[', '시그널', ']']",[],0.62,1
2023-09-01 09:31:01,"['코스피', ',', '경제지표', '발표', '앞두', '고', '경계심리', '유입…2560선', '출발']",[],0.68,1
