date,title,content,sentiment,label
2023-08-08 11:50:33,"[""'"", 'FMS', '2023', ""'"", '개막…삼성·SK하이닉스,', 'AI', '·', '車', '반도체', '대거', '공개']",[],0.58,1
2023-08-08 05:01:07,"['""水·電', '문제', '에', 'TSMC', '2나노', '공장', '첫삽', '도', '못', '뜨', '어', '""', '...', '삼성전자·SK하이닉스', ""'동병상련"", ""'""]",[],0.71,1
2023-08-07 18:38:11,"['[부고]김동섭(SK하이닉스', '사장', ')', '씨', '빙부상']",[],0.53,1
2023-08-08 08:51:01,"['[', '단독', ']', '한미반도체,', '엔비디아향', '12단', 'HBM3', 'TC본더', '독점', '공급']",[],0.41,0
2023-08-08 06:31:07,"['한반', '도', '북상', '태풍', ""'카눈'…삼성·SK,"", '반도체', '공장', '도', ""'"", '긴장', ""'""]",[],0.57,1
2023-08-08 13:52:01,"['코스피', ',', '하락', '전환해', '2600', '선', '하회…반도체·인터넷株↓']",[],0.64,1
2023-08-08 08:37:01,"['SK', '그룹', '이', '어쩌', 'ㄴ', '일로…그룹주', '승자', '되', '었네', '[분석+', ']']",[],0.61,1
2023-08-08 03:01:27,"['[', '단독', ']', '반도체장비', '유입', ',', '韓', '-', '中', '만', '줄었다…', '공급망', '재편', '타격']",[],0.53,1
2023-08-08 06:01:17,"['삼성·LGD,', '올레도스·마이크로LED', '등', '‘초격차’', '기술투자', '에', '속도낸다']",[],0.53,1
2023-08-07 18:04:04,"['넉달', '째', '어', '뛰', 'ㄴ', '글로벌', '반도체', '매출…', '문제', '는', '낸드', '회복세']",[],0.57,1
2023-08-08 05:21:01,"['꼬이', 'ㄴ', '수급', '풀리', '니', ""실적株로…'에코프"", '로', '내리', '고', '네이버', '오르', '고', ""'""]",[],0.57,1
2023-08-08 08:29:01,"['[', '어제장', '오늘장', ']', ""'"", '청구서', ""'"", '받', '아', '들', 'ㄴ', '2차전지…쏠림', '풀리', '자', ""'와르르"", ""'""]",[],0.5,0
2023-08-07 18:25:06,"['반도체주', '오르', 'ㄴ데', '꿈쩍않', '는', '삼성전자…', '주', '가', '한달', '째', '지지부진']",[],0.57,1
2023-08-08 11:55:41,"['반도체', '불황', '터널', ',', '끝', '이', '보', '이', 'ㄴ다']",[],0.62,1
2023-08-07 22:21:01,"['반도체', '불황', '에도', '성과급', '쓰', '어는', '삼성·SK,', '왜', '?', '[', '재계', 'TALK', 'TALK', ']']",[],0.54,1
2023-08-07 17:29:49,"['기업', '들', ',', '잼버리', '참가자', '대상', '견학', '프로그램', '잇따르', '아', '내', '어', '놓', '아']",[],0.75,1
2023-08-07 18:40:11,"['이차전지', '흔들리', '자', '증시', '출렁…', '반도체', '로', '대이동']",[],0.66,1
2023-08-08 10:02:01,"['[', '오전', '시황', ']', '코스피', ',', '닷새', '만', '에', '오름세', '돌아서…2600', '탈환', '시도']",[],0.72,1
2023-08-08 11:38:19,"[""'6만전자'"", '개미', '속', ""타는데…'9만전자'"", '외치', '는', '증권가']",[],0.53,1
2023-08-08 15:04:01,"['“반도체팹', '말', 'ㄴ', '전', '기하라”', '...', '‘카눈’', '북상', '에', '삼성·SK', '비상', '체제']",[],0.49,0
2023-08-08 09:32:26,"['코스피', ',', '美', '훈풍', '에', '장', '초반', '상승…개인', ""'"", '사자', ""'["", '개장시황', ']']",[],0.45,0
2023-08-08 17:19:03,"[""'"", '삼전', '사랑', ""'"", '개인', '이', '돌아왔다…8월', '순매수', '1위']",[],0.56,1
2023-08-08 17:11:05,"['[', '단독', '인터뷰', ']', '아이멕', 'CEO', '""한국', '아이멕', '설립', '가능성', '열', '어', '놓', '고', '있', '다', '""']",[],0.65,1
2023-08-08 15:21:01,"['AI', '열풍', '에', '게임용', 'GPU', '까지', ""품귀…'메모리"", '반등', ""'"", '앞당기', 'ㄹ까']",[],0.7,1
2023-08-08 16:24:41,"['""', '벌써', '5일', '째', '""', '코스피', ',', '中', '리스크', '에', '연이', 'ㄹ', '약세…코스닥', '도', '주춤', '[', '시황종합', ']']",[],0.54,1
2023-08-07 19:07:02,"['잼버리', '지원', '나서', 'ㄴ', '현대차…전주공장', '견학', '프로그램', '도']",[],0.59,1
